peer,KPI,sort,Product,Hierarchy1,average,Value,Rank,last,group,Code
All products,Vendor support,8,SAP BPC,,6.088256649,1.492857143,20,,2,
All products,Vendor support,8,SAP BW IP,,6.088256649,1.076190476,21,,2,
All products,Vendor support,8,SAP Analytics Cloud,,6.088256649,7.564285714,7,,2,
All products,Vendor support,8,CCH Tagetik,,6.088256649,6.582142857,12,,2,
All products,Vendor support,8,Longview Pl. (Tidem.),,6.088256649,7.369957983,9,,2,
All products,Vendor support,8,Valsight,,6.088256649,9.712723214,3,,2,
All products,Vendor support,8,OneStream,,6.088256649,10,1,,2,
All products,Implementer support,9,BOARD,,5.937560982,4.606877579,15,,2,
All products,Implementer support,9,CoPlanner,,5.937560982,10,1,,2,
All products,Implementer support,9,Corporate Planning,,5.937560982,6.416943118,10,,2,
All products,Implementer support,9,Cubeware,,5.937560982,2.903576341,20,,2,
All products,Implementer support,9,evidanza,,5.937560982,4.23340784,18,,2,
All products,Implementer support,9,IBM Plan Analytics,,5.937560982,4.296234525,16,,2,
All products,Implementer support,9,IDL,,5.937560982,8.117625191,6,,2,
All products,Implementer support,9,Infor,,5.937560982,4.266725022,17,,2,
All products,Implementer support,9,Jedox,,5.937560982,6.081448096,11,,2,
All products,Implementer support,9,Longview Pl. (On-Pr.)  ,,5.937560982,8.812506613,5,,2,
All products,Implementer support,9,LucaNet,,5.937560982,6.873141944,8,,2,
All products,Implementer support,9,macs Controlling,,5.937560982,9.887809491,2,,2,
All products,Implementer support,9,Oracle Hyp Plan,,5.937560982,4.677292028,14,,2,
All products,Implementer support,9,Unit4 Prevero,,5.937560982,6.009469897,12,,2,
All products,Implementer support,9,Prophix,,5.937560982,3.573727648,19,,2,
All products,Implementer support,9,SAP BPC,,5.937560982,1,22,,2,
All products,Implementer support,9,SAP BW IP,,5.937560982,1.613535076,21,,2,
All products,Implementer support,9,SAP Analytics Cloud,,5.937560982,5.81615702,13,,2,
All products,Implementer support,9,CCH Tagetik,,5.937560982,6.510875172,9,,2,
All products,Implementer support,9,Longview Pl. (Tidem.),,5.937560982,6.903541953,7,,2,
All products,Implementer support,9,Valsight,,5.937560982,9.102475928,3,,2,
All products,Implementer support,9,OneStream,,5.937560982,8.922971114,4,,2,
All products,Product satisfaction,10,BOARD,,5.707244405,6.854142693,9,,2,
All products,Product satisfaction,10,CoPlanner,,5.707244405,7.966314468,6,,2,
All products,Product satisfaction,10,Corporate Planning,,5.707244405,8.322209436,5,,2,
All products,Product satisfaction,10,Cubeware,,5.707244405,1.671183043,20,,2,
All products,Product satisfaction,10,evidanza,,5.707244405,3.102416571,17,,2,
All products,Product satisfaction,10,IBM Plan Analytics,,5.707244405,5.531477483,13,,2,
All products,Product satisfaction,10,IDL,,5.707244405,3.918009206,16,,2,
All products,Product satisfaction,10,Infor,,5.707244405,2.298357569,19,,2,
All products,Product satisfaction,10,Jedox,,5.707244405,7.640344602,8,,2,
All products,Product satisfaction,10,Longview Pl. (On-Pr.)  ,,5.707244405,6.582278481,12,,2,
All products,Product satisfaction,10,LucaNet,,5.707244405,7.873633487,7,,2,
All products,Product satisfaction,10,macs Controlling,,5.707244405,8.893124281,2,,2,
All products,Product satisfaction,10,Oracle Hyp Plan,,5.707244405,2.532439189,18,,2,
All products,Product satisfaction,10,Unit4 Prevero,,5.707244405,4.056572256,15,,2,
All products,Product satisfaction,10,Prophix,,5.707244405,8.361753321,4,,2,
All products,Product satisfaction,10,SAP BPC,,5.707244405,1,22,,2,
All products,Product satisfaction,10,SAP BW IP,,5.707244405,1.362485616,21,,2,
All products,Product satisfaction,10,SAP Analytics Cloud,,5.707244405,5.422324511,14,,2,
All products,Product satisfaction,10,CCH Tagetik,,5.707244405,6.582278481,11,,2,
All products,Product satisfaction,10,Longview Pl. (Tidem.),,5.707244405,6.830840046,10,,2,
All products,Product satisfaction,10,Valsight,,5.707244405,8.757192175,3,,2,
All products,Product satisfaction,10,OneStream,,5.707244405,10,1,,2,
All products,Functionality,11,BOARD,,5.502374995,5.364020427,13,,1,
All products,Functionality,11,CoPlanner,,5.502374995,6.622547579,6,,1,
All products,Functionality,11,Corporate Planning,,5.502374995,6.652993695,5,,1,
All products,Functionality,11,Cubeware,,5.502374995,4.815556932,15,,1,
All products,Functionality,11,evidanza,,5.502374995,4.389201617,18,,1,
All products,Functionality,11,IBM Plan Analytics,,5.502374995,4.59617145,17,,1,
All products,Functionality,11,IDL,,5.502374995,5.927164411,10,,1,
All products,Functionality,11,Infor,,5.502374995,3.361720982,21,,1,
All products,Functionality,11,Jedox,,5.502374995,6.204039125,8,,1,
All products,Functionality,11,Longview Pl. (On-Pr.)  ,,5.502374995,5.701663366,12,,1,
All products,Functionality,11,LucaNet,,5.502374995,6.291129259,7,,1,
All products,Functionality,11,macs Controlling,,5.502374995,7.985990262,1,,1,
All products,Functionality,11,Oracle Hyp Plan,,5.502374995,3.239774518,22,,1,
All products,Functionality,11,Unit4 Prevero,,5.502374995,4.759257671,16,,1,
All products,Functionality,11,Prophix,,5.502374995,5.846531553,11,,1,
All products,Functionality,11,SAP BPC,,5.502374995,3.45533092,19,,1,
All products,Functionality,11,SAP BW IP,,5.502374995,3.380719953,20,,1,
All products,Functionality,11,SAP Analytics Cloud,,5.502374995,5.965533265,9,,1,
All products,Functionality,11,CCH Tagetik,,5.502374995,6.802189682,4,,1,
All products,Functionality,11,Longview Pl. (Tidem.),,5.502374995,5.309513975,14,,1,
All products,Functionality,11,Valsight,,5.502374995,6.980406535,3,,1,
All products,Functionality,11,OneStream,,5.502374995,7.400792703,2,,1,
All products,Predefined data connectivity,12,BOARD,,5.156907939,6.80303832,7,,2,
All products,Predefined data connectivity,12,CoPlanner,,5.156907939,7.73907663,4,,2,
All products,Predefined data connectivity,12,Corporate Planning,,5.156907939,7.017156251,6,,2,
All products,Predefined data connectivity,12,Cubeware,,5.156907939,6.605809829,8,,2,
All products,Predefined data connectivity,12,evidanza,,5.156907939,7.50816138,5,,2,
All products,Predefined data connectivity,12,IBM Plan Analytics,,5.156907939,2.173726797,18,,2,
All products,Predefined data connectivity,12,IDL,,5.156907939,4.849375755,11,,2,
All products,Predefined data connectivity,12,Infor,,5.156907939,5.054230129,9,,2,
All products,Predefined data connectivity,12,Jedox,,5.156907939,5.034468973,10,,2,
All products,Predefined data connectivity,12,Longview Pl. (On-Pr.)  ,,5.156907939,4.392670157,15,,2,
All products,Predefined data connectivity,12,LucaNet,,5.156907939,10,1,,2,
All products,Predefined data connectivity,12,macs Controlling,,5.156907939,3.344044503,17,,2,
All products,Predefined data connectivity,12,Oracle Hyp Plan,,5.156907939,1,22,,2,
All products,Predefined data connectivity,12,Unit4 Prevero,,5.156907939,4.754433373,12,,2,
All products,Predefined data connectivity,12,Prophix,,5.156907939,1.702701095,21,,2,
All products,Predefined data connectivity,12,SAP BPC,,5.156907939,8.582897033,3,,2,
All products,Predefined data connectivity,12,SAP BW IP,,5.156907939,9.670157068,2,,2,
All products,Predefined data connectivity,12,SAP Analytics Cloud,,5.156907939,4.215183246,16,,2,
All products,Predefined data connectivity,12,CCH Tagetik,,5.156907939,4.619437173,13,,2,
All products,Predefined data connectivity,12,Longview Pl. (Tidem.),,5.156907939,2.173726797,19,,2,
All products,Predefined data connectivity,12,Valsight,,5.156907939,4.492622561,14,,2,
All products,Predefined data connectivity,12,OneStream,,5.156907939,1.719057592,20,,2,
All products,Data integration,13,BOARD,,6.0983452,5.914034606,13,,2,
All products,Data integration,13,CoPlanner,,6.0983452,7.416918429,8,,2,
All products,Data integration,13,Corporate Planning,,6.0983452,8.340232693,3,,2,
All products,Data integration,13,Cubeware,,6.0983452,7.604778907,6,,2,
All products,Data integration,13,evidanza,,6.0983452,5.940871817,12,,2,
All products,Data integration,13,IBM Plan Analytics,,6.0983452,3.720565082,19,,2,
All products,Data integration,13,IDL,,6.0983452,7.416918429,7,,2,
All products,Data integration,13,Infor,,6.0983452,3.421752266,20,,2,
All products,Data integration,13,Jedox,,6.0983452,8.606701456,2,,2,
All products,Data integration,13,Longview Pl. (On-Pr.)  ,,6.0983452,8.105740181,4,,2,
All products,Data integration,13,LucaNet,,6.0983452,7.893795027,5,,2,
All products,Data integration,13,macs Controlling,,6.0983452,10,1,,2,
All products,Data integration,13,Oracle Hyp Plan,,6.0983452,1,22,,2,
All products,Data integration,13,Unit4 Prevero,,6.0983452,6.531290462,10,,2,
All products,Data integration,13,Prophix,,6.0983452,5.350453172,16,,2,
All products,Data integration,13,SAP BPC,,6.0983452,4.358549849,18,,2,
All products,Data integration,13,SAP BW IP,,6.0983452,5.350453172,15,,2,
All products,Data integration,13,SAP Analytics Cloud,,6.0983452,5.681087613,14,,2,
All products,Data integration,13,CCH Tagetik,,6.0983452,6.531290462,10,,2,
All products,Data integration,13,Longview Pl. (Tidem.),,6.0983452,4.780393791,17,,2,
All products,Data integration,13,Valsight,,6.0983452,3.1941416,21,,2,
All products,Data integration,13,OneStream,,6.0983452,7.003625378,9,,2,
All products,Planning content,14,BOARD,,5.405885036,1,22,,2,
All products,Planning content,14,CoPlanner,,5.405885036,8.094758065,6,,2,
All products,Planning content,14,Corporate Planning,,5.405885036,8.429966044,3,,2,
All products,Planning content,14,Cubeware,,5.405885036,4.338709677,14,,2,
All products,Planning content,14,evidanza,,5.405885036,3.903225806,15,,2,
All products,Planning content,14,IBM Plan Analytics,,5.405885036,2.293828892,18,,2,
All products,Planning content,14,IDL,,5.405885036,8.258064516,4,,2,
All products,Planning content,14,Infor,,5.405885036,1.362903226,21,,2,
All products,Planning content,14,Jedox,,5.405885036,4.715144888,13,,2,
All products,Planning content,14,Longview Pl. (On-Pr.)  ,,5.405885036,3.177419355,17,,2,
All products,Planning content,14,LucaNet,,5.405885036,7.367302053,9,,2,
All products,Planning content,14,macs Controlling,,5.405885036,7.755583127,8,,2,
All products,Planning content,14,Oracle Hyp Plan,,5.405885036,4.820033956,12,,2,
All products,Planning content,14,Unit4 Prevero,,5.405885036,3.592165899,16,,2,
All products,Planning content,14,Prophix,,5.405885036,5.64516129,11,,2,
All products,Planning content,14,SAP BPC,,5.405885036,1.725806452,19,,2,
All products,Planning content,14,SAP BW IP,,5.405885036,1.725806452,19,,2,
All products,Planning content,14,SAP Analytics Cloud,,5.405885036,8.258064516,4,,2,
All products,Planning content,14,CCH Tagetik,,5.405885036,8.802419355,2,,2,
All products,Planning content,14,Longview Pl. (Tidem.),,5.405885036,5.701963534,10,,2,
All products,Planning content,14,Valsight,,5.405885036,7.961143695,7,,2,
All products,Planning content,14,OneStream,,5.405885036,10,1,,2,
All products,Planning functionality,15,BOARD,,5.666968811,7.115079981,9,,2,
All products,Planning functionality,15,CoPlanner,,5.666968811,9.980168021,2,,2,
All products,Planning functionality,15,Corporate Planning,,5.666968811,7.802256138,4,,2,
All products,Planning functionality,15,Cubeware,,5.666968811,2.038258243,20,,2,
All products,Planning functionality,15,evidanza,,5.666968811,1,22,,2,
All products,Planning functionality,15,IBM Plan Analytics,,5.666968811,7.408928875,7,,2,
All products,Planning functionality,15,IDL,,5.666968811,5.190444592,14,,2,
All products,Planning functionality,15,Infor,,5.666968811,1.368281354,21,,2,
All products,Planning functionality,15,Jedox,,5.666968811,7.161061464,8,,2,
All products,Planning functionality,15,Longview Pl. (On-Pr.)  ,,5.666968811,5.270072993,13,,2,
All products,Planning functionality,15,LucaNet,,5.666968811,4.676712974,15,,2,
All products,Planning functionality,15,macs Controlling,,5.666968811,10,1,,2,
All products,Planning functionality,15,Oracle Hyp Plan,,5.666968811,3.03163017,16,,2,
All products,Planning functionality,15,Unit4 Prevero,,5.666968811,6.711090181,11,,2,
All products,Planning functionality,15,Prophix,,5.666968811,7.738553417,5,,2,
All products,Planning functionality,15,SAP BPC,,5.666968811,2.642335766,19,,2,
All products,Planning functionality,15,SAP BW IP,,5.666968811,2.642335766,18,,2,
All products,Planning functionality,15,SAP Analytics Cloud,,5.666968811,2.99270073,17,,2,
All products,Planning functionality,15,CCH Tagetik,,5.666968811,7.101526211,10,,2,
All products,Planning functionality,15,Longview Pl. (Tidem.),,5.666968811,6.583941606,12,,2,
All products,Planning functionality,15,Valsight,,5.666968811,7.569343066,6,,2,
All products,Planning functionality,15,OneStream,,5.666968811,8.648592284,3,,2,
All products,Workflow,16,BOARD,,5.274296855,4.839873896,14,,2,
All products,Workflow,16,CoPlanner,,5.274296855,5.366669782,9,,2,
All products,Workflow,16,Corporate Planning,,5.274296855,4.907524735,12,,2,
All products,Workflow,16,Cubeware,,5.274296855,3.790765492,18,,2,
All products,Workflow,16,evidanza,,5.274296855,4.471765684,15,,2,
All products,Workflow,16,IBM Plan Analytics,,5.274296855,4.240036452,16,,2,
All products,Workflow,16,IDL,,5.274296855,5.57402561,6,,2,
All products,Workflow,16,Infor,,5.274296855,4.212689524,17,,2,
All products,Workflow,16,Jedox,,5.274296855,5.354987764,10,,2,
All products,Workflow,16,Longview Pl. (On-Pr.)  ,,5.274296855,7.295078979,3,,2,
All products,Workflow,16,LucaNet,,5.274296855,5.003797084,11,,2,
All products,Workflow,16,macs Controlling,,5.274296855,8.666332083,2,,2,
All products,Workflow,16,Oracle Hyp Plan,,5.274296855,3.25164034,20,,2,
All products,Workflow,16,Unit4 Prevero,,5.274296855,3.620515444,19,,2,
All products,Workflow,16,Prophix,,5.274296855,6.486391252,5,,2,
All products,Workflow,16,SAP BPC,,5.274296855,5.55517508,7,,2,
All products,Workflow,16,SAP BW IP,,5.274296855,1,21,,2,
All products,Workflow,16,SAP Analytics Cloud,,5.274296855,5.55517508,7,,2,
All products,Workflow,16,CCH Tagetik,,5.274296855,10,1,,2,
All products,Workflow,16,Longview Pl. (Tidem.),,5.274296855,6.698773887,4,,2,
All products,Workflow,16,Valsight,,5.274296855,4.869015796,13,,2,
All products,Workflow,16,OneStream,,5.274296855,n/a,n/a,,2,
All products,Forecasting,17,BOARD,,6.682432966,6.68273717,15,,2,
All products,Forecasting,17,CoPlanner,,6.682432966,8.204898911,6,,2,
All products,Forecasting,17,Corporate Planning,,6.682432966,8.36557154,4,,2,
All products,Forecasting,17,Cubeware,,6.682432966,6.790979782,13,,2,
All products,Forecasting,17,evidanza,,6.682432966,4.264926635,19,,2,
All products,Forecasting,17,IBM Plan Analytics,,6.682432966,6.766496334,14,,2,
All products,Forecasting,17,IDL,,6.682432966,7.953411319,8,,2,
All products,Forecasting,17,Infor,,6.682432966,4.073317041,20,,2,
All products,Forecasting,17,Jedox,,6.682432966,8.228128689,5,,2,
All products,Forecasting,17,Longview Pl. (On-Pr.)  ,,6.682432966,4.562986003,18,,2,
All products,Forecasting,17,LucaNet,,6.682432966,7.202301711,12,,2,
All products,Forecasting,17,macs Controlling,,6.682432966,8.755776494,3,,2,
All products,Forecasting,17,Oracle Hyp Plan,,6.682432966,5.542323928,16,,2,
All products,Forecasting,17,Unit4 Prevero,,6.682432966,5.175072206,17,,2,
All products,Forecasting,17,Prophix,,6.682432966,7.654021329,11,,2,
All products,Forecasting,17,SAP BPC,,6.682432966,2.923659477,21,,2,
All products,Forecasting,17,SAP BW IP,,6.682432966,1,22,,2,
All products,Forecasting,17,SAP Analytics Cloud,,6.682432966,7.679061219,10,,2,
